user_id,isbn,book_title,book_author,year_of_publication,publisher,language,category,age,location_city,location_state,location_country,rating
1.0,0.9735247110163597,0.9730335267756955,0.9479270501242923,-0.08334070321563561,0.6932341183651304,0.08652528437719477,0.6361995273192275,-0.14563905894648105,1.0,0.9259086997994512,0.6630462591938537,0.2635897118572318
0.9735247110163597,1.0,0.9968979461565511,0.9802168261005776,1.0,0.7410867517233067,0.14344187091275226,0.4145562575025569,0.9670317962284659,0.33917735878745897,0.29308639752222987,0.08646016321756336,0.9713467092113598
0.9730335267756955,1.0,1.0,0.9832669731939101,1.0,0.7433927962039636,0.1438882199183772,0.4158462349138552,0.9614382299523881,0.33712107266317254,0.2908866898530478,0.08672920187156831,0.9705754509750376
0.9479270501242923,1.0,1.0,1.0,0.9983516599376456,0.7528790347495373,0.13248375384131886,0.4090698921025144,0.9426478760756951,0.3353343236577499,0.2883131340209788,0.08820514085797962,0.9628288900069393
-0.08334070321563561,1.0,1.0,0.9983516599376456,1.0,0.6595105953541818,0.010006800566671366,0.5497238671816519,-0.13402196925952498,0.23493960712021983,0.17194216424395958,0.03666829616940282,0.05034646367318869
0.6932341183651304,1.0,1.0,0.995814182568727,0.6595105953541818,1.0,0.08404079214493398,0.36518604605509675,0.6984259426331658,0.2658689423935949,0.21183782185620806,0.06717206849836894,0.6979585979382474
0.08652528437719477,1.0,1.0,0.9053340135197765,0.010006800566671366,0.4341934280878501,1.0,1.0,0.2476583219609859,0.12737745457516922,0.09307404783251376,0.04420921706010255,0.04205530350141102
0.6361995273192275,1.0,1.0,0.9672443342326323,0.5497238671816519,0.6528294670452064,0.3460130400078861,1.0,0.6271572921572345,0.33302842892243717,0.2998732715449483,0.16322089489741598,0.346273779989432
-0.14563905894648105,0.9670317962284659,0.9614382299523881,0.9426478760756951,-0.13402196925952498,0.6984259426331658,0.2476583219609859,0.6271572921572345,1.0,0.9999999999999999,0.9574937588673129,0.5309708698984678,-0.11218407432635874
1.0,0.9175453098758375,0.9091536089521255,0.8892028120301,0.23493960712021983,0.5330124130120246,0.04942756008873631,0.37347836526350614,0.9999999999999999,1.0,0.8266020467683052,0.2338927266105822,0.5199019696449411
0.9259086997994512,0.9591794202428664,0.949027375547937,0.924891460327275,0.17194216424395958,0.5137794638373994,0.043692684865866006,0.4068416641161866,0.9574937588673129,1.0,1.0,0.2829568684532207,0.31872100062844183
0.6630462591938537,1.0,1.0,1.0,0.03666829616940282,0.5757603062201928,0.07334537167980876,0.7826060097136882,0.5309708698984678,1.0,1.0,1.0,0.024085808389748633
0.2635897118572318,0.9713467092113598,0.9705754509750376,0.9628288900069393,0.05034646367318869,0.6979585979382474,0.04205530350141102,0.346273779989432,-0.11218407432635874,0.5199019696449411,0.31872100062844183,0.024085808389748633,1.0
